log_wage,years_of_schooling,year_of_birth,quarter_of_birth,state_of_birth
5.805772,13.0,33.0,3.0,39.0
6.868635,16.0,33.0,3.0,36.0
5.929743,12.0,33.0,3.0,39.0
6.087002,12.0,33.0,3.0,39.0
6.079097,12.0,33.0,3.0,42.0
6.502469,12.0,33.0,3.0,39.0
6.802502,20.0,33.0,3.0,42.0
5.654175,12.0,33.0,3.0,39.0
6.2148,11.0,33.0,3.0,39.0
6.175587,12.0,33.0,3.0,39.0
6.362489,12.0,33.0,3.0,39.0
4.972081,9.0,33.0,3.0,39.0
6.900711,16.0,33.0,3.0,26.0
5.441835,9.0,33.0,3.0,39.0
6.39066,13.0,33.0,3.0,39.0
4.056789,20.0,33.0,3.0,36.0
6.406975,12.0,33.0,3.0,39.0
6.085681,10.0,33.0,3.0,27.0
5.203632,12.0,33.0,3.0,39.0
6.032537,10.0,33.0,3.0,47.0
6.219404,20.0,33.0,3.0,42.0
6.42256,12.0,33.0,3.0,42.0
6.121441,12.0,33.0,3.0,21.0
5.053455,12.0,33.0,3.0,37.0
5.739978,12.0,33.0,3.0,39.0
7.274,18.0,33.0,3.0,36.0
5.952494,16.0,33.0,3.0,42.0
5.847161,12.0,33.0,3.0,54.0
5.790019,12.0,33.0,3.0,42.0
7.33538,12.0,33.0,3.0,36.0
5.521845,12.0,33.0,3.0,39.0
5.847161,12.0,33.0,3.0,39.0
5.913165,12.0,33.0,3.0,54.0
5.847161,13.0,33.0,3.0,39.0
5.661557,12.0,33.0,3.0,39.0
5.901214,8.0,33.0,3.0,51.0
5.942446,12.0,33.0,3.0,39.0
5.870062,8.0,33.0,3.0,54.0
6.047781,11.0,33.0,3.0,39.0
6.08874,12.0,33.0,3.0,39.0
6.365898,17.0,33.0,3.0,39.0
5.909597,14.0,33.0,3.0,26.0
5.847161,16.0,33.0,3.0,39.0
5.407732,9.0,33.0,3.0,54.0
6.270879,12.0,33.0,3.0,39.0
5.259597,12.0,33.0,3.0,39.0
5.595926,19.0,33.0,3.0,42.0
6.645516,16.0,33.0,3.0,54.0
4.643836,20.0,33.0,3.0,42.0
6.437918,12.0,33.0,3.0,39.0
5.729413,16.0,33.0,3.0,19.0
5.901214,12.0,33.0,3.0,39.0
4.607251,12.0,33.0,3.0,39.0
5.579367,12.0,33.0,3.0,39.0
6.357876,12.0,33.0,3.0,39.0
5.664895,12.0,33.0,3.0,39.0
5.260596,12.0,33.0,3.0,39.0
5.847161,11.0,33.0,3.0,39.0
5.952494,14.0,33.0,3.0,39.0
5.847161,11.0,33.0,3.0,39.0
6.073355,13.0,33.0,3.0,39.0
6.155389,14.0,33.0,3.0,39.0
6.11924,12.0,33.0,3.0,54.0
5.952494,12.0,33.0,3.0,54.0
5.441835,9.0,33.0,3.0,39.0
6.604234,19.0,33.0,3.0,20.0
6.252534,16.0,33.0,3.0,42.0
6.357876,16.0,33.0,3.0,27.0
7.274,20.0,33.0,3.0,39.0
5.441835,9.0,33.0,3.0,36.0
5.901214,12.0,33.0,3.0,54.0
6.106037,9.0,33.0,3.0,39.0
5.612918,6.0,33.0,3.0,21.0
6.252534,12.0,33.0,3.0,39.0
5.085338,12.0,33.0,3.0,39.0
6.357876,16.0,33.0,3.0,39.0
6.32398,16.0,33.0,3.0,39.0
6.2148,12.0,33.0,3.0,54.0
6.175587,12.0,33.0,3.0,42.0
5.527214,8.0,33.0,3.0,39.0
6.090483,12.0,33.0,3.0,39.0
5.664895,12.0,33.0,3.0,39.0
6.025727,9.0,33.0,3.0,39.0
6.483019,17.0,33.0,3.0,42.0
5.635347,8.0,33.0,3.0,39.0
6.175587,16.0,33.0,3.0,39.0
5.154292,19.0,33.0,3.0,39.0
5.399293,19.0,33.0,3.0,42.0
5.441835,14.0,33.0,3.0,42.0
5.901214,12.0,33.0,3.0,39.0
6.288895,10.0,33.0,3.0,39.0
6.2148,12.0,33.0,3.0,39.0
6.292459,16.0,33.0,3.0,13.0
5.952494,14.0,33.0,3.0,39.0
6.207855,16.0,33.0,3.0,39.0
6.520441,8.0,33.0,3.0,54.0
5.747983,8.0,33.0,3.0,54.0
6.252534,11.0,33.0,3.0,54.0
6.092223,12.0,33.0,3.0,39.0
5.902265,8.0,33.0,3.0,39.0
6.175587,16.0,33.0,3.0,39.0
5.847161,12.0,33.0,3.0,54.0
5.729413,13.0,33.0,3.0,39.0
5.259597,5.0,33.0,3.0,54.0
6.234188,12.0,33.0,3.0,39.0
5.664895,11.0,33.0,3.0,39.0
6.988183,15.0,33.0,3.0,39.0
5.521845,10.0,33.0,3.0,51.0
6.047781,12.0,33.0,3.0,8.0
5.952494,12.0,33.0,3.0,39.0
5.462446,12.0,33.0,3.0,6.0
5.942362,6.0,33.0,3.0,54.0
6.001272,17.0,33.0,3.0,39.0
5.520306,11.0,33.0,3.0,39.0
6.113725,12.0,33.0,3.0,39.0
5.890634,12.0,33.0,3.0,39.0
3.700827,12.0,33.0,3.0,21.0
6.23587,12.0,33.0,3.0,39.0
5.755925,10.0,33.0,3.0,39.0
5.704116,7.0,33.0,3.0,21.0
5.996021,12.0,33.0,3.0,39.0
5.67945,10.0,33.0,3.0,39.0
5.809455,7.0,33.0,3.0,51.0
5.924102,12.0,33.0,3.0,39.0
6.39066,12.0,33.0,3.0,39.0
6.010277,17.0,33.0,3.0,39.0
5.847161,2.0,33.0,3.0,39.0
6.018095,12.0,33.0,3.0,39.0
5.999366,12.0,33.0,3.0,39.0
6.908005,17.0,33.0,3.0,39.0
6.175587,8.0,33.0,3.0,39.0
6.155797,9.0,33.0,3.0,39.0
6.085827,12.0,33.0,3.0,39.0
6.080417,12.0,33.0,3.0,39.0
6.328795,16.0,33.0,3.0,39.0
5.818998,12.0,33.0,3.0,39.0
4.606306,10.0,33.0,3.0,39.0
5.381757,7.0,33.0,3.0,36.0
6.181784,12.0,33.0,3.0,39.0
5.867134,8.0,33.0,3.0,39.0
6.092223,12.0,33.0,3.0,39.0
6.722367,10.0,33.0,3.0,39.0
6.173994,12.0,33.0,3.0,51.0
5.842708,12.0,33.0,3.0,39.0
5.952494,12.0,33.0,3.0,42.0
5.409459,12.0,33.0,3.0,39.0
5.174083,12.0,33.0,3.0,39.0
5.354861,12.0,33.0,3.0,39.0
5.933316,12.0,33.0,3.0,39.0
6.2148,20.0,33.0,3.0,25.0
6.118502,17.0,33.0,3.0,39.0
6.199299,12.0,33.0,3.0,39.0
5.259597,8.0,33.0,3.0,39.0
6.725934,12.0,33.0,3.0,26.0
6.113725,15.0,33.0,3.0,39.0
5.980102,16.0,33.0,3.0,39.0
5.234889,10.0,33.0,3.0,41.0
6.047781,12.0,33.0,3.0,39.0
5.802293,12.0,33.0,3.0,54.0
6.134774,14.0,33.0,3.0,39.0
6.092223,14.0,33.0,3.0,39.0
6.419274,20.0,33.0,3.0,51.0
6.155389,12.0,33.0,3.0,39.0
6.239488,12.0,33.0,3.0,39.0
6.070249,18.0,33.0,3.0,6.0
6.580986,16.0,33.0,3.0,39.0
6.203197,15.0,33.0,3.0,39.0
6.113299,12.0,33.0,3.0,39.0
6.357876,16.0,33.0,3.0,39.0
6.049144,12.0,33.0,3.0,39.0
6.403479,10.0,33.0,3.0,39.0
6.046872,14.0,33.0,3.0,39.0
5.932296,9.0,33.0,3.0,39.0
6.184347,12.0,33.0,3.0,39.0
6.11924,12.0,33.0,3.0,39.0
6.141831,12.0,33.0,3.0,34.0
5.327222,12.0,33.0,3.0,39.0
6.1401,20.0,33.0,3.0,39.0
5.901214,9.0,33.0,3.0,39.0
5.952494,18.0,33.0,3.0,39.0
5.952494,11.0,33.0,3.0,39.0
5.952494,12.0,33.0,3.0,39.0
6.2148,12.0,33.0,3.0,39.0
4.249923,11.0,33.0,3.0,54.0
5.810392,6.0,33.0,3.0,37.0
6.124725,12.0,33.0,3.0,39.0
6.223606,10.0,33.0,3.0,39.0
6.37473,12.0,33.0,3.0,39.0
6.034054,11.0,33.0,3.0,39.0
5.790019,8.0,33.0,3.0,39.0
6.233845,17.0,33.0,3.0,37.0
6.252534,10.0,33.0,3.0,39.0
5.790019,10.0,33.0,3.0,54.0
5.901214,12.0,33.0,3.0,17.0
6.047781,11.0,33.0,3.0,39.0
6.024797,14.0,33.0,3.0,54.0
6.175587,16.0,33.0,3.0,39.0
5.521845,12.0,33.0,3.0,39.0
5.644699,8.0,33.0,3.0,18.0
3.490077,10.0,33.0,3.0,39.0
6.592045,14.0,33.0,3.0,39.0
5.874553,9.0,33.0,3.0,21.0
5.793541,8.0,33.0,3.0,39.0
5.523958,8.0,33.0,3.0,39.0
5.58678,18.0,33.0,3.0,42.0
6.047781,12.0,33.0,3.0,18.0
5.617121,12.0,33.0,3.0,21.0
5.934334,12.0,33.0,3.0,47.0
7.536364,16.0,33.0,3.0,39.0
5.874553,12.0,33.0,3.0,21.0
6.645516,17.0,33.0,3.0,36.0
6.357876,16.0,33.0,3.0,39.0
6.134774,16.0,33.0,3.0,39.0
5.441835,12.0,33.0,3.0,39.0
7.274,16.0,33.0,3.0,24.0
5.795882,9.0,33.0,3.0,39.0
6.229686,10.0,33.0,3.0,39.0
5.837114,14.0,33.0,3.0,18.0
6.2148,12.0,33.0,3.0,39.0
6.645516,19.0,33.0,3.0,39.0
5.563267,11.0,33.0,3.0,39.0
6.404433,10.0,33.0,3.0,37.0
6.827817,18.0,33.0,3.0,17.0
6.32398,12.0,33.0,3.0,39.0
6.581252,16.0,33.0,3.0,34.0
6.438002,9.0,33.0,3.0,39.0
6.061322,11.0,33.0,3.0,47.0
5.494677,12.0,33.0,3.0,11.0
6.211663,9.0,33.0,3.0,51.0
5.784712,14.0,33.0,3.0,39.0
6.068268,12.0,33.0,3.0,21.0
5.522614,12.0,33.0,3.0,39.0
5.252575,12.0,33.0,3.0,39.0
5.952494,12.0,33.0,3.0,39.0
6.032537,12.0,33.0,3.0,39.0
5.729413,12.0,33.0,3.0,39.0
6.492085,16.0,33.0,3.0,18.0
5.847161,12.0,33.0,3.0,39.0
5.441835,6.0,33.0,3.0,39.0
5.298798,12.0,33.0,3.0,39.0
6.606,12.0,33.0,3.0,51.0
6.335634,12.0,33.0,3.0,39.0
6.512002,12.0,33.0,3.0,29.0
5.952494,12.0,33.0,3.0,21.0
5.952494,12.0,33.0,3.0,54.0
6.653042,12.0,33.0,3.0,18.0
6.155389,12.0,33.0,3.0,39.0
5.945711,12.0,33.0,3.0,39.0
6.416135,17.0,33.0,3.0,39.0
5.700251,16.0,33.0,3.0,39.0
6.084368,14.0,33.0,3.0,39.0
5.755925,20.0,33.0,3.0,39.0
6.134774,16.0,33.0,3.0,39.0
5.357584,8.0,33.0,3.0,39.0
5.995208,10.0,33.0,3.0,54.0
5.991777,10.0,33.0,3.0,39.0
5.952494,16.0,33.0,3.0,21.0
5.901214,10.0,33.0,3.0,39.0
6.868635,18.0,33.0,3.0,39.0
6.279355,17.0,33.0,3.0,39.0
6.134774,13.0,33.0,3.0,39.0
6.707544,16.0,33.0,3.0,6.0
6.575371,14.0,33.0,3.0,42.0
5.847161,13.0,33.0,3.0,39.0
5.952494,15.0,33.0,3.0,39.0
6.252534,14.0,33.0,3.0,21.0
5.817855,8.0,33.0,3.0,39.0
7.130976,18.0,33.0,3.0,39.0
6.620201,17.0,33.0,3.0,45.0
5.836552,12.0,33.0,3.0,39.0
5.97718,15.0,33.0,3.0,18.0
5.525453,12.0,33.0,3.0,1.0
6.453171,14.0,33.0,3.0,39.0
6.432043,20.0,33.0,3.0,39.0
6.411497,11.0,33.0,3.0,39.0
5.790019,11.0,33.0,3.0,39.0
6.729387,19.0,33.0,3.0,39.0
5.901214,12.0,33.0,3.0,39.0
6.461624,12.0,33.0,3.0,39.0
5.952494,12.0,33.0,3.0,21.0
5.847161,12.0,33.0,3.0,39.0
4.60617,16.0,33.0,3.0,39.0
6.381604,18.0,33.0,3.0,54.0
6.175587,12.0,33.0,3.0,21.0
6.357876,12.0,33.0,3.0,21.0
2.739599,12.0,33.0,3.0,21.0
5.752878,8.0,33.0,3.0,21.0
5.790019,12.0,33.0,3.0,39.0
6.288895,8.0,33.0,3.0,21.0
5.651477,8.0,33.0,3.0,21.0
5.704744,12.0,33.0,3.0,39.0
5.120409,8.0,33.0,3.0,21.0
5.419939,10.0,33.0,3.0,39.0
5.298798,10.0,33.0,3.0,39.0
5.595926,9.0,33.0,3.0,39.0
5.586624,16.0,33.0,3.0,39.0
6.204752,12.0,33.0,3.0,39.0
6.083491,20.0,33.0,3.0,26.0
5.952494,12.0,33.0,3.0,39.0
5.441876,7.0,33.0,3.0,39.0
4.487988,12.0,33.0,3.0,39.0
5.793541,12.0,33.0,3.0,54.0
5.416795,6.0,33.0,3.0,51.0
5.999843,18.0,33.0,3.0,39.0
6.134774,12.0,33.0,3.0,39.0
5.637875,12.0,33.0,3.0,18.0
5.635147,10.0,33.0,3.0,21.0
5.704576,12.0,33.0,3.0,39.0
5.790019,12.0,33.0,3.0,26.0
6.104321,12.0,33.0,3.0,39.0
5.585879,12.0,33.0,3.0,39.0
5.425881,12.0,33.0,3.0,39.0
5.29915,10.0,33.0,3.0,39.0
6.422404,8.0,33.0,3.0,38.0
6.001272,7.0,33.0,3.0,38.0
5.411388,12.0,33.0,3.0,5.0
3.652156,12.0,33.0,3.0,38.0
5.60096,14.0,33.0,3.0,38.0
6.226271,12.0,33.0,3.0,46.0
5.952494,12.0,33.0,3.0,38.0
6.219787,14.0,33.0,3.0,38.0
5.037202,6.0,33.0,3.0,27.0
5.676411,8.0,33.0,3.0,38.0
5.671537,12.0,33.0,3.0,38.0
6.472079,20.0,33.0,3.0,25.0
6.453171,12.0,33.0,3.0,27.0
2.961499,12.0,33.0,3.0,38.0
5.911682,12.0,33.0,3.0,38.0
6.175587,12.0,33.0,3.0,38.0
4.643836,8.0,33.0,3.0,38.0
5.259597,8.0,33.0,3.0,38.0
6.175587,12.0,33.0,3.0,38.0
6.310146,19.0,33.0,3.0,39.0
5.259597,12.0,33.0,3.0,38.0
6.270879,18.0,33.0,3.0,40.0
5.490605,7.0,33.0,3.0,48.0
5.372872,12.0,33.0,3.0,40.0
5.704116,15.0,33.0,3.0,40.0
5.354861,16.0,33.0,3.0,5.0
5.490605,12.0,33.0,3.0,40.0
5.441835,10.0,33.0,3.0,48.0
5.595926,12.0,33.0,3.0,1.0
5.625474,9.0,33.0,3.0,40.0
6.087002,18.0,33.0,3.0,40.0
6.790128,8.0,33.0,3.0,54.0
6.175587,12.0,33.0,3.0,40.0
6.988892,15.0,33.0,3.0,5.0
5.840369,12.0,33.0,3.0,40.0
6.963936,18.0,33.0,3.0,40.0
5.847161,17.0,33.0,3.0,29.0
6.536552,16.0,33.0,3.0,48.0
5.637191,13.0,33.0,3.0,40.0
5.778188,12.0,33.0,3.0,40.0
6.270879,14.0,33.0,3.0,38.0
6.91742,16.0,33.0,3.0,6.0
5.260096,7.0,33.0,3.0,40.0
5.578641,10.0,33.0,3.0,48.0
6.042313,10.0,33.0,3.0,40.0
6.126141,16.0,33.0,3.0,22.0
4.059005,9.0,33.0,3.0,25.0
5.43347,18.0,33.0,3.0,40.0
5.631005,12.0,33.0,3.0,40.0
6.357876,16.0,33.0,3.0,54.0
5.675502,15.0,33.0,3.0,40.0
5.801457,9.0,33.0,3.0,40.0
6.109888,12.0,33.0,3.0,40.0
5.952494,12.0,33.0,3.0,40.0
5.339639,11.0,33.0,3.0,40.0
6.545709,12.0,33.0,3.0,47.0
5.521961,19.0,33.0,3.0,40.0
5.354861,9.0,33.0,3.0,40.0
6.252534,12.0,33.0,3.0,5.0
5.445991,7.0,33.0,3.0,40.0
5.154292,6.0,33.0,3.0,20.0
5.952494,12.0,33.0,3.0,6.0
6.278846,16.0,33.0,3.0,48.0
5.664895,12.0,33.0,3.0,40.0
6.341071,18.0,33.0,3.0,5.0
5.952494,12.0,33.0,3.0,40.0
6.000796,16.0,33.0,3.0,40.0
5.683384,9.0,33.0,3.0,40.0
5.159829,12.0,33.0,3.0,29.0
5.564437,12.0,33.0,3.0,48.0
5.441835,4.0,33.0,3.0,40.0
5.779377,13.0,33.0,3.0,48.0
5.595926,14.0,33.0,3.0,40.0
5.924616,16.0,33.0,3.0,42.0
3.747239,15.0,33.0,3.0,28.0
5.840474,12.0,33.0,3.0,40.0
5.334422,8.0,33.0,3.0,40.0
5.804614,15.0,33.0,3.0,48.0
5.441835,10.0,33.0,3.0,40.0
6.446788,17.0,33.0,3.0,54.0
6.243233,20.0,33.0,3.0,40.0
6.645516,16.0,33.0,3.0,40.0
7.233247,12.0,33.0,3.0,40.0
6.551218,16.0,33.0,3.0,48.0
6.32398,11.0,33.0,3.0,40.0
4.749104,8.0,33.0,3.0,39.0
7.067467,16.0,33.0,3.0,40.0
6.047781,14.0,33.0,3.0,48.0
5.790019,12.0,33.0,3.0,40.0
5.927259,17.0,33.0,3.0,40.0
5.952494,14.0,33.0,3.0,40.0
6.047781,14.0,33.0,3.0,40.0
4.526169,12.0,33.0,3.0,40.0
5.835991,12.0,33.0,3.0,40.0
5.691204,12.0,33.0,3.0,40.0
5.952494,16.0,33.0,3.0,6.0
5.595926,12.0,33.0,3.0,40.0
6.236482,13.0,33.0,3.0,40.0
5.165381,12.0,33.0,3.0,48.0
5.901214,12.0,33.0,3.0,36.0
5.302635,11.0,33.0,3.0,40.0
4.93067,14.0,33.0,3.0,40.0
5.847161,12.0,33.0,3.0,1.0
5.886382,13.0,33.0,3.0,48.0
6.338016,12.0,33.0,3.0,48.0
5.729413,13.0,33.0,3.0,36.0
5.778188,12.0,33.0,3.0,48.0
6.422404,19.0,33.0,3.0,20.0
5.193512,12.0,33.0,3.0,40.0
5.521845,12.0,33.0,3.0,40.0
3.261935,14.0,33.0,3.0,40.0
6.357876,16.0,33.0,3.0,29.0
6.012162,12.0,33.0,3.0,40.0
4.899083,16.0,33.0,3.0,40.0
5.790019,14.0,33.0,3.0,5.0
5.952494,12.0,33.0,3.0,20.0
5.901214,17.0,33.0,3.0,40.0
6.461781,10.0,33.0,3.0,5.0
6.092223,12.0,33.0,3.0,20.0
5.521845,12.0,33.0,3.0,40.0
5.814991,12.0,33.0,3.0,40.0
5.927182,12.0,33.0,3.0,5.0
4.586732,8.0,33.0,3.0,40.0
6.060695,12.0,33.0,3.0,40.0
5.818998,16.0,33.0,3.0,40.0
5.718528,13.0,33.0,3.0,40.0
5.82924,10.0,33.0,3.0,40.0
5.882626,12.0,33.0,3.0,40.0
5.036578,13.0,33.0,3.0,40.0
5.205837,10.0,33.0,3.0,40.0
5.354861,12.0,33.0,3.0,40.0
4.749104,12.0,33.0,3.0,20.0
5.319447,12.0,33.0,3.0,40.0
6.205529,15.0,33.0,3.0,40.0
5.890102,12.0,33.0,3.0,40.0
5.036578,9.0,33.0,3.0,48.0
5.847161,12.0,33.0,3.0,40.0
5.631005,12.0,33.0,3.0,40.0
5.870763,15.0,33.0,3.0,40.0
5.481056,12.0,33.0,3.0,40.0
5.790019,16.0,33.0,3.0,40.0
6.2148,12.0,33.0,3.0,40.0
6.670206,16.0,33.0,3.0,40.0
5.43347,8.0,33.0,3.0,40.0
5.901214,18.0,33.0,3.0,40.0
5.517221,14.0,33.0,3.0,24.0
5.704338,14.0,33.0,3.0,40.0
3.902361,12.0,33.0,3.0,40.0
7.274,9.0,33.0,3.0,40.0
5.131831,12.0,33.0,3.0,40.0
6.175587,14.0,33.0,3.0,38.0
5.481056,12.0,33.0,3.0,27.0
6.134774,12.0,33.0,3.0,20.0
6.309394,13.0,33.0,3.0,6.0
5.148076,16.0,33.0,3.0,41.0
5.991705,16.0,33.0,3.0,38.0
6.035341,12.0,33.0,3.0,17.0
5.595926,12.0,33.0,3.0,53.0
5.544651,12.0,33.0,3.0,41.0
5.660219,17.0,33.0,3.0,41.0
6.645516,20.0,33.0,3.0,41.0
6.032572,18.0,33.0,3.0,16.0
6.131444,12.0,33.0,3.0,31.0
5.664895,12.0,33.0,3.0,38.0
4.763264,12.0,33.0,3.0,4.0
5.879942,13.0,33.0,3.0,41.0
5.927259,12.0,33.0,3.0,54.0
5.441835,13.0,33.0,3.0,41.0
6.175587,12.0,33.0,3.0,47.0
5.890634,12.0,33.0,3.0,41.0
6.001272,8.0,33.0,3.0,48.0
7.195562,8.0,33.0,3.0,8.0
6.512002,16.0,33.0,3.0,56.0
5.568435,12.0,33.0,3.0,17.0
6.175587,16.0,33.0,3.0,30.0
6.109525,12.0,33.0,3.0,48.0
5.953992,12.0,33.0,3.0,31.0
6.275233,17.0,33.0,3.0,38.0
6.2148,19.0,33.0,3.0,38.0
7.333423,17.0,33.0,3.0,53.0
5.441835,12.0,33.0,3.0,31.0
6.483019,17.0,33.0,3.0,42.0
6.32398,16.0,33.0,3.0,38.0
6.134774,16.0,33.0,3.0,26.0
6.54405,18.0,33.0,3.0,40.0
6.33427,16.0,33.0,3.0,17.0
6.620201,20.0,33.0,3.0,42.0
5.807507,3.0,33.0,3.0,48.0
6.001272,14.0,33.0,3.0,41.0
6.252534,10.0,33.0,3.0,6.0
5.865869,8.0,33.0,3.0,18.0
5.847161,14.0,33.0,3.0,41.0
6.800827,16.0,33.0,3.0,41.0
5.416656,11.0,33.0,3.0,41.0
6.13394,12.0,33.0,3.0,40.0
5.163992,16.0,33.0,3.0,41.0
6.058247,14.0,33.0,3.0,55.0
5.874553,12.0,33.0,3.0,53.0
7.008383,12.0,33.0,3.0,41.0
5.595926,14.0,33.0,3.0,30.0
7.313359,12.0,33.0,3.0,40.0
5.790019,10.0,33.0,3.0,30.0
6.226651,12.0,33.0,3.0,16.0
5.92667,12.0,33.0,3.0,41.0
5.744938,10.0,33.0,3.0,40.0
6.114788,12.0,33.0,3.0,40.0
6.357876,12.0,33.0,3.0,29.0
5.847161,12.0,33.0,3.0,56.0
5.572812,15.0,33.0,3.0,16.0
6.733521,16.0,33.0,3.0,39.0
6.270879,10.0,33.0,3.0,6.0
5.932806,12.0,33.0,3.0,41.0
5.72503,12.0,33.0,3.0,31.0
6.192245,16.0,33.0,3.0,41.0
6.6943,12.0,33.0,3.0,41.0
5.729413,12.0,33.0,3.0,55.0
6.620629,10.0,33.0,3.0,6.0
6.015453,8.0,33.0,3.0,38.0
5.990262,12.0,33.0,3.0,41.0
6.6943,12.0,33.0,3.0,19.0
6.175587,13.0,33.0,3.0,48.0
5.664895,16.0,33.0,3.0,53.0
6.175587,12.0,33.0,3.0,41.0
5.664895,12.0,33.0,3.0,6.0
6.134774,15.0,33.0,3.0,41.0
5.537107,12.0,33.0,3.0,41.0
5.754098,14.0,33.0,3.0,31.0
5.490605,8.0,33.0,3.0,29.0
5.952494,15.0,33.0,3.0,35.0
4.022945,11.0,33.0,3.0,41.0
6.001272,14.0,33.0,3.0,41.0
6.512002,12.0,33.0,3.0,53.0
5.986504,17.0,33.0,3.0,8.0
5.952494,14.0,33.0,3.0,1.0
6.25563,12.0,33.0,3.0,8.0
6.45126,12.0,33.0,3.0,41.0
6.047781,20.0,33.0,3.0,6.0
6.374013,13.0,33.0,3.0,41.0
6.15702,11.0,33.0,3.0,41.0
6.32398,12.0,33.0,3.0,8.0
5.417211,10.0,33.0,3.0,34.0
6.32398,11.0,33.0,3.0,4.0
6.047781,12.0,33.0,3.0,56.0
5.521961,12.0,33.0,3.0,39.0
5.729413,12.0,33.0,3.0,31.0
6.092223,10.0,33.0,3.0,18.0
5.176258,14.0,33.0,3.0,46.0
5.595926,9.0,33.0,3.0,46.0
6.109479,8.0,33.0,3.0,46.0
5.847161,12.0,33.0,3.0,46.0
5.1341,13.0,33.0,3.0,18.0
5.985437,16.0,33.0,3.0,46.0
5.952494,12.0,33.0,3.0,46.0
4.686174,15.0,33.0,3.0,39.0
5.908031,12.0,33.0,3.0,20.0
5.521845,12.0,33.0,3.0,46.0
6.483019,17.0,33.0,3.0,19.0
6.316366,12.0,33.0,3.0,46.0
5.259597,12.0,33.0,3.0,31.0
2.788093,8.0,33.0,3.0,46.0
5.918946,12.0,33.0,3.0,46.0
6.001272,17.0,33.0,3.0,46.0
6.187294,17.0,33.0,3.0,46.0
5.259597,11.0,33.0,3.0,45.0
5.48264,14.0,33.0,3.0,45.0
5.381757,12.0,33.0,3.0,45.0
5.303592,5.0,33.0,3.0,21.0
4.885857,6.0,33.0,3.0,45.0
5.952494,13.0,33.0,3.0,45.0
5.952494,16.0,33.0,3.0,45.0
4.64799,6.0,33.0,3.0,45.0
6.1914,12.0,33.0,3.0,51.0
5.33184,7.0,33.0,3.0,45.0
5.399894,8.0,33.0,3.0,45.0
8.214111,16.0,33.0,3.0,26.0
1.665527,15.0,33.0,3.0,42.0
5.075799,7.0,33.0,3.0,45.0
5.493773,10.0,33.0,3.0,45.0
5.90739,12.0,33.0,3.0,45.0
5.901214,19.0,33.0,3.0,22.0
5.847161,10.0,33.0,3.0,45.0
5.952494,16.0,33.0,3.0,45.0
5.407948,14.0,33.0,3.0,51.0
5.790019,14.0,33.0,3.0,45.0
6.645516,16.0,33.0,3.0,45.0
5.308363,6.0,33.0,3.0,45.0
5.631005,12.0,33.0,3.0,45.0
5.901214,7.0,33.0,3.0,26.0
5.651477,10.0,33.0,3.0,37.0
5.626167,12.0,33.0,3.0,45.0
5.615344,10.0,33.0,3.0,45.0
5.374279,12.0,33.0,3.0,45.0
5.729413,10.0,33.0,3.0,37.0
6.357876,14.0,33.0,3.0,36.0
6.512002,16.0,33.0,3.0,18.0
6.675071,17.0,33.0,3.0,27.0
5.595926,12.0,33.0,3.0,37.0
5.847161,11.0,33.0,3.0,37.0
5.441835,12.0,33.0,3.0,45.0
5.747983,12.0,33.0,3.0,37.0
6.32398,16.0,33.0,3.0,45.0
6.107188,20.0,33.0,3.0,45.0
6.175587,16.0,33.0,3.0,45.0
5.72587,12.0,33.0,3.0,45.0
5.729413,12.0,33.0,3.0,45.0
5.011276,12.0,33.0,3.0,45.0
6.248824,14.0,33.0,3.0,45.0
4.972081,10.0,33.0,3.0,13.0
6.28943,9.0,33.0,3.0,1.0
6.120547,19.0,33.0,3.0,1.0
5.193512,8.0,33.0,3.0,1.0
6.252534,19.0,33.0,3.0,1.0
5.298817,12.0,33.0,3.0,1.0
3.963191,13.0,33.0,3.0,28.0
5.963651,17.0,33.0,3.0,1.0
5.050226,5.0,33.0,3.0,1.0
5.298817,10.0,33.0,3.0,1.0
4.881762,9.0,33.0,3.0,1.0
5.154292,3.0,33.0,3.0,1.0
4.894534,7.0,33.0,3.0,1.0
4.578866,11.0,33.0,3.0,1.0
5.304796,12.0,33.0,3.0,1.0
5.870062,16.0,33.0,3.0,1.0
4.137165,7.0,33.0,3.0,1.0
5.729413,18.0,33.0,3.0,1.0
5.729413,14.0,33.0,3.0,12.0
5.667557,12.0,33.0,3.0,1.0
4.94307,16.0,33.0,3.0,1.0
5.104756,12.0,33.0,3.0,1.0
4.903136,6.0,33.0,3.0,28.0
4.833301,6.0,33.0,3.0,5.0
5.441835,10.0,33.0,3.0,5.0
4.715231,13.0,33.0,3.0,5.0
5.664895,16.0,33.0,3.0,1.0
5.075799,12.0,33.0,3.0,5.0
5.259763,6.0,33.0,3.0,22.0
5.716838,19.0,33.0,3.0,5.0
5.118493,12.0,33.0,3.0,5.0
6.620906,12.0,33.0,3.0,22.0
6.021591,12.0,33.0,3.0,6.0
5.847161,14.0,33.0,3.0,6.0
5.651436,12.0,33.0,3.0,1.0
6.001272,12.0,33.0,3.0,51.0
6.092223,12.0,33.0,3.0,48.0
6.00886,14.0,33.0,3.0,47.0
5.927343,16.0,33.0,3.0,6.0
5.729413,15.0,33.0,3.0,22.0
6.2148,18.0,33.0,3.0,6.0
6.263636,16.0,33.0,3.0,56.0
6.172266,17.0,33.0,3.0,5.0
6.270879,17.0,33.0,3.0,28.0
5.572812,13.0,33.0,3.0,48.0
